Sponsor Name,BioGuide ID,Party,State,District,Number of Bills Sponsored,Top Policy Areas,Bill Titles,Bill Policy Areas,Bill Cosponsors Count,Bill Committee Count,Bill Committee Details URL,Bill Statuses,Bill Links
"Rep. DeFazio, Peter A. [D-OR-4]",D000191,D,OR,4,38,Armed Forces and National Security(31); Transportation and Public Works(7),"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 1513 (""Establishing projects for data management, artificial intelligence, and digital solutions"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6723 (""Requirements and report on workforce needs of intelligence community relating to science, technology, engineering, and math, and related areas"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11226 (""Artificial intelligence strategy"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 1554 (""Roadmap and implementation plan for cyber adoption of artificial intelligence"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11227 (""Review of artificial intelligence applications and establishment of performance metrics"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 916 (""Strategic management dashboard demonstration"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6731 (""Report on establishment of technology acquisition cadre"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6717 (""Policy on required user adoption metrics in certain contracts for artificial intelligence and emerging technology software products"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 10305 (""Modifications to the ocean exploration program of the National Oceanic and Atmospheric Administration"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6505 (""Assessments of production of semiconductors by the People's Republic of China"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11504 (""At-sea recovery operations pilot program"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6702 (""Additional responsibilities of Director of National Intelligence for artificial intelligence policies, standards, and guidance for the intelligence community"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 557 (""Study and report on professional military education"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 911 (""Updates to management reform framework"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 1092 (""National Commission on the Future of the Navy"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6504 (""Annual report on concentrated reeducation camps in the Xinjiang Uyghur Autonomous Region of the People's Republic of China"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11225 (""Establishment of unmanned system program and autonomous control and computer vision technology project"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6812 (""Increased intelligence-related engineering, research, and development capabilities of minority institutions"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 862 (""Key advanced system development industry days"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 1535 (""Department of Defense Cyber and Digital Service Academy"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 162 (""Assessment and strategy for fielding capabilities to counter threats posed by unmanned aerial system swarms"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 9506 (""Cybersecurity recruitment and retention"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 835 (""Curricula on software acquisitions and cybersecurity software or hardware acquisitions for covered individuals"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6513 (""Lead intelligence community coordinator for countering and neutralizing proliferation of Iran-origin unmanned aircraft systems"") | Advancing American Artificial Intelligence Act | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6742 (""Code-free artificial intelligence enablement tools policy"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 861 (""Strategy for increasing competitive opportunities for certain critical technologies"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 212 (""Clarification of role of senior official with principal responsibility for artificial intelligence and machine learning"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6718 (""Certification relating to information technology and software systems"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6721 (""Reports on integration of artificial intelligence within intelligence community"") | James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 9218 (""Report on changes to the Foreign Service Officer Test"") | Infrastructure Investment and Jobs Act, Section 13005 (""Emerging Technology Research Pilot Program"") | Infrastructure Investment and Jobs Act, Section 40433 (""Digital Climate Solutions Report"") | Infrastructure Investment and Jobs Act, Section 11401 (""Grants for Charging and Fueling Infrastructure"") | Infrastructure Investment and Jobs Act, Title V, Subtitle C, Part II (""Smart Manufacturing"") | Infrastructure Investment and Jobs Act, Section 25005 (""Strengthening Mobility and Revolutionizing Transportation Grant Program"") | Infrastructure Investment and Jobs Act, Section 40210 (""Critical Minerals Mining and Recycling Research"") | Infrastructure Investment and Jobs Act, Section 25017 (""University Transportation Centers Program"")",Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Armed Forces and National Security | Transportation and Public Works | Transportation and Public Works | Transportation and Public Works | Transportation and Public Works | Transportation and Public Works | Transportation and Public Works | Transportation and Public Works,3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 5 | 5 | 5 | 5 | 5 | 5 | 5,1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 2 | 2 | 2,https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/7776/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json | https://api.congress.gov/v3/bill/117/hr/3684/committees?format=json,Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted,https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/7776/text | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D | https://www.congress.gov/bill/117th-congress/house-bill/3684/text?s=1&r=12&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D
"Sen. Merkley, Jeff [D-OR]",M001176,D,OR,,1,Government Operations and Politics(1),Fraudulent Artificial Intelligence Regulations (FAIR) Elections Act of 2024,Government Operations and Politics,4,1,https://api.congress.gov/v3/bill/118/s/4714/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/4714
"Sen. Wyden, Ron [D-OR]",W000779,D,OR,,3,Health(1); Commerce(1); Armed Forces and National Security(1),"Bipartisan Health Care Act | Algorithmic Accountability Act of 2023 | Government Surveillance Reform Act of 2023, Title VII (Protection of Car Data from Warrantless Searches)",Health | Commerce | Armed Forces and National Security,1 | 11 | 10,1 | 1 | 1,https://api.congress.gov/v3/bill/119/s/891/committees?format=json | https://api.congress.gov/v3/bill/118/s/2892/committees?format=json | https://api.congress.gov/v3/bill/118/s/3234/committees?format=json,Proposed | Defunct | Defunct,https://www.congress.gov/bill/119th-congress/senate-bill/891 | https://www.congress.gov/bill/118th-congress/senate-bill/2892 | https://www.congress.gov/bill/118th-congress/senate-bill/3234
"Rep. Houlahan, Chrissy [D-PA-6]",H001085,D,PA,6,1,Government Operations and Politics(1),Preparing Election Administrators for AI Act,Government Operations and Politics,11,1,https://api.congress.gov/v3/bill/118/hr/8353/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/8353/text
"Rep. Lee, Summer L. [D-PA-12]",L000602,D,PA,12,2,"Government Operations and Politics(1); Civil Rights and Liberties, Minority Issues(1)",Modernizing Data Practices to Improve Government Act | Eliminating Bias in Algorithmic Systems Act of 2024,"Government Operations and Politics | Civil Rights and Liberties, Minority Issues",1 | 14,1 | 1,https://api.congress.gov/v3/bill/118/hr/10151/committees?format=json | https://api.congress.gov/v3/bill/118/hr/10092/committees?format=json,Defunct | Defunct,https://www.congress.gov/bill/118th-congress/house-bill/10151 | https://www.congress.gov/bill/118th-congress/house-bill/10092
"Sen. Casey, Robert P., Jr. [D-PA]",C001070,D,PA,,6,Labor and Employment(3); Immigration(1); Health(1),"Stop Fentanyl at the Border Act | Exploitative Workplace Surveillance and Technologies Task Force Act of 2023 | Pandemic and All-Hazards Preparedness and Response Act, Sec. 407 (""Assessment of Artificial Intelligence Threats to Health Security"") | A Bill to prohibit certain uses of automated decision systems by employers, and for other purposes. | Combat Chinese Economic Aggression Act of 2024, Section 4 (""Protection of covered sectors."") | Stop Spying Bosses Act",Immigration | Labor and Employment | Health | Labor and Employment | Foreign Trade and International Finance | Labor and Employment,10 | 4 | 3 | 4 | 0 | 5,1 | 1 | 1 | 1 | 1 | 1,https://api.congress.gov/v3/bill/118/s/3591/committees?format=json | https://api.congress.gov/v3/bill/118/s/2440/committees?format=json | https://api.congress.gov/v3/bill/118/s/2333/committees?format=json | https://api.congress.gov/v3/bill/118/s/2419/committees?format=json | https://api.congress.gov/v3/bill/118/s/5016/committees?format=json | https://api.congress.gov/v3/bill/118/s/262/committees?format=json,Defunct | Defunct | Defunct | Defunct | Defunct | Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/3591 | https://www.congress.gov/bill/118th-congress/senate-bill/2440 | https://www.congress.gov/bill/118th-congress/senate-bill/2333 | https://www.congress.gov/bill/118th-congress/senate-bill/2419 | https://www.congress.gov/bill/118th-congress/senate-bill/5016/text | https://www.congress.gov/bill/118th-congress/senate-bill/262
"Rep. Kelly, Mike [R-PA-16]",K000376,R,PA,16,1,Taxation(1),Supporting Innovation in Agriculture Act of 2024,Taxation,9,1,https://api.congress.gov/v3/bill/118/hr/9263/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/9263
"Rep. Thompson, Glenn [R-PA-15]",T000467,R,PA,15,4,Agriculture and Food(3); Education(1),"Counseling for Career Choice Act | Farm, Food, and National Security Act of 2024, Title VI (""Rural Development""), Sec. 6303 (""Promoting Precision Agriculture"")  | Farm, Food, and National Security Act of 2024, Title VIII (""Forestry""), Sec. 8414 (""Public-Private Wildfire Technology Deployment and Testbed Partnership"")  | Farm, Food, and National Security Act of 2024, Title VII (""Research, Extension, and Related Matters""), Sec. 7208 (""Centers of Excellence"") ",Education | Agriculture and Food | Agriculture and Food | Agriculture and Food,2 | 0 | 0 | 0,1 | 1 | 1 | 1,https://api.congress.gov/v3/bill/118/hr/7395/committees?format=json | https://api.congress.gov/v3/bill/118/hr/8467/committees?format=json | https://api.congress.gov/v3/bill/118/hr/8467/committees?format=json | https://api.congress.gov/v3/bill/118/hr/8467/committees?format=json,Defunct | Defunct | Defunct | Defunct,https://www.congress.gov/bill/118th-congress/house-bill/7395 | https://www.congress.gov/bill/118th-congress/house-bill/8467 | https://www.congress.gov/bill/118th-congress/house-bill/8467 | https://www.congress.gov/bill/118th-congress/house-bill/8467
"Rep. Duncan, Jeff [R-SC-3]",D000615,R,SC,3,1,Energy(1),"Atomic Energy Advancement Act, Sec. 123 (""Advancement of Nuclear Regulatory Oversight"")",Energy,1,4,https://api.congress.gov/v3/bill/118/hr/6544/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/6544
"Rep. Mace, Nancy [R-SC-1]",M000194,R,SC,1,3,Crime and Law Enforcement(2); Government Operations and Politics(1),Protect Victims of Digital Exploitation and Manipulation Act of 2025 | AI Training Expansion Act of 2023 | Protect Victims of Digital Exploitation and Manipulation Act of 2024,Crime and Law Enforcement | Government Operations and Politics | Crime and Law Enforcement,0 | 2 | 3,1 | 1 | 1,https://api.congress.gov/v3/bill/119/hr/2564/committees?format=json | https://api.congress.gov/v3/bill/118/hr/4503/committees?format=json | https://api.congress.gov/v3/bill/118/hr/7567/committees?format=json,Proposed | Defunct | Defunct,https://www.congress.gov/bill/119th-congress/house-bill/2564/text | https://www.congress.gov/bill/118th-congress/house-bill/4503 | https://www.congress.gov/bill/118th-congress/house-bill/7567/text
"Sen. Graham, Lindsey [R-SC]",G000359,R,SC,,1,Crime and Law Enforcement(1),Eliminating Abusive and Rampant Neglect of Interactive Technologies Act of 2023 (National Commission on Online Child Sexual Exploitation Prevention),Crime and Law Enforcement,24,1,https://api.congress.gov/v3/bill/118/s/1207/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/1207
"Sen. Scott, Tim [R-SC]",S001184,R,SC,,1,"Science, Technology, Communications(1)",Know Your App Act,"Science, Technology, Communications",4,1,https://api.congress.gov/v3/bill/118/s/1732/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/1732
"Sen. Rounds, Mike [R-SD]",R000605,R,SD,,7,Armed Forces and National Security(3); Health(2); Agriculture and Food(1),"Artificial Intelligence Bug Bounty Act of 2023 | Artificial Intelligence Advancement Act of 2023 | Food and Agriculture Industry Cybersecurity Support Act | S.4870, A bill to require reports on artificial intelligence regulation in the financial services industry. | S.4862, A bill to ensure that new advances in artificial intelligence are ethically adopted to improve the health of all individuals, and for other purposes. | MedShield Act of 2024 | A bill to require the Secretary of Defense to carry out a pilot program on using artificial intelligence-enabled software to optimize the workflow and operations of depots, shipyards, and other manufacturing facilities run by the Department of Defense, and for other purposes.",Armed Forces and National Security | Armed Forces and National Security | Agriculture and Food | Finance and Financial Sector | Health | Health | Armed Forces and National Security,1 | 4 | 2 | 3 | 1 | 1 | 0,1 | 1 | 1 | 1 | 1 | 1 | 1,https://api.congress.gov/v3/bill/118/s/2502/committees?format=json | https://api.congress.gov/v3/bill/118/s/3050/committees?format=json | https://api.congress.gov/v3/bill/118/s/2393/committees?format=json | https://api.congress.gov/v3/bill/118/s/4870/committees?format=json | https://api.congress.gov/v3/bill/118/s/4862/committees?format=json | https://api.congress.gov/v3/bill/118/s/5222/committees?format=json | https://api.congress.gov/v3/bill/118/s/4758/committees?format=json,Defunct | Defunct | Defunct | Defunct | Defunct | Defunct | Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/2502 | https://www.congress.gov/bill/118th-congress/senate-bill/3050 | https://www.congress.gov/bill/118th-congress/senate-bill/2393 | https://www.congress.gov/bill/118th-congress/senate-bill/4870 | https://www.congress.gov/bill/118th-congress/senate-bill/4862/text | https://www.congress.gov/bill/118th-congress/senate-bill/5222 | https://www.congress.gov/bill/118th-congress/senate-bill/4758/text
"Sen. Thune, John [R-SD]",T000250,R,SD,,1,"Science, Technology, Communications(1)","Artificial Intelligence Research, Innovation, and Accountability Act of 2023","Science, Technology, Communications",7,1,https://api.congress.gov/v3/bill/118/s/3312/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/3312
"Rep. Green, Mark E. [R-TN-7]",G000590,R,TN,7,3,Foreign Trade and International Finance(1); International Affairs(1); Government Operations and Politics(1),China Technology Transfer Control Act of 2025 | No CCP Consultants Act | Providing Individuals Various Opportunities for Technical Training to Build a Skills-Based Cyber Workforce Act of 2024,Foreign Trade and International Finance | International Affairs | Government Operations and Politics,0 | 0 | 6,2 | 1 | 2,https://api.congress.gov/v3/bill/119/hr/1122/committees?format=json | https://api.congress.gov/v3/bill/118/hr/6146/committees?format=json | https://api.congress.gov/v3/bill/118/hr/9770/committees?format=json,Proposed | Defunct | Defunct,https://www.congress.gov/bill/119th-congress/house-bill/1122 | https://www.congress.gov/bill/118th-congress/house-bill/6146 | https://www.congress.gov/bill/118th-congress/house-bill/9770
"Rep. Harshbarger, Diana [R-TN-1]",H001086,R,TN,1,1,Taxation(1),"Simplify, Don't Amplify the IRS Act, Sec. 201 (""Tax Gap Projection"")",Taxation,0,3,https://api.congress.gov/v3/bill/118/hr/2556/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/2556
"Sen. Blackburn, Marsha [R-TN]",B001243,R,TN,,1,Commerce(1),Leadership in CET Act,Commerce,1,1,https://api.congress.gov/v3/bill/118/s/5537/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/senate-bill/5537/text
"Sen. Hagerty, Bill [R-TN]",H000601,R,TN,,1,Environmental Protection(1),"An act to include certain computer-related projects in the Federal permitting program under title XLI of the FAST Act, and for other purposes",Environmental Protection,3,0,,Enacted,https://www.congress.gov/bill/117th-congress/senate-bill/3451/text?s=6&r=1&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D
"Rep. Castro, Joaquin [D-TX-20]",C001091,D,TX,20,1,International Affairs(1),Open Translation Center Act of 2024,International Affairs,1,1,https://api.congress.gov/v3/bill/118/hr/7942/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/7942
"Rep. Cuellar, Henry [D-TX-28]",C001063,D,TX,28,8,Economics and Public Finance(8),"Energy Act of 2020, Title VI, Section 6006 (""Development of National Smart Manufacturing Plan"") | AI in Government Act of 2020 | American Competitiveness Of a More Productive Emerging Tech Economy Act | Energy Act of 2020, Title IX, Section 9008 (""Veterans' health initiative"") | Consolidated Appropriations Act, 2021, Division W, Title V, Section 604 (""Assessment of critical technology trends relating to artificial intelligence, microchips, and semiconductors and related supply chains"") | Energy Act of 2020, Title III, Section 3002(g) (""Advanced Geothermal Computing and Data Science Research and Development"") | Energy Act of 2020, Title VIII, Section 8002 (""Smart grid modeling, visualization, architecture, and controls"") | Consolidated Appropriations Act, 2021, Division W, Title V, Section 502 (""Seedling investment in next-generation microelectronics in support of artificial intelligence"")",Economics and Public Finance | Economics and Public Finance | Economics and Public Finance | Economics and Public Finance | Economics and Public Finance | Economics and Public Finance | Economics and Public Finance | Economics and Public Finance,4 | 4 | 4 | 4 | 4 | 4 | 4 | 4,2 | 2 | 2 | 2 | 2 | 2 | 2 | 2,https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json | https://api.congress.gov/v3/bill/116/hr/133/committees?format=json,Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted | Enacted,https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text | https://www.congress.gov/bill/116th-congress/house-bill/133/text
"Rep. Jackson Lee, Sheila [D-TX-18]",J000032,D,TX,18,3,"Science, Technology, Communications(1); Commerce(1); Government Operations and Politics(1)","To provide for Federal civilian agency laboratory development for testing and certification of artificial intelligence for civilian agency use, and for other purposes. | Civilian Agency AI Watermark Act | To provide for citizen engagement on the development and adoption of Federal civilian agency use of artificial intelligence, and for other purposes.","Science, Technology, Communications | Commerce | Government Operations and Politics",0 | 0 | 0,2 | 1 | 2,https://api.congress.gov/v3/bill/118/hr/9043/committees?format=json | https://api.congress.gov/v3/bill/118/hr/9042/committees?format=json | https://api.congress.gov/v3/bill/118/hr/9044/committees?format=json,Defunct | Defunct | Defunct,https://www.congress.gov/bill/118th-congress/house-bill/9043 | https://www.congress.gov/bill/118th-congress/house-bill/9042 | https://www.congress.gov/bill/118th-congress/house-bill/9044
"Rep. Fallon, Pat [R-TX-4]",F000246,R,TX,4,1,Finance and Financial Sector(1),SAFE from PRC Investments Act,Finance and Financial Sector,7,1,https://api.congress.gov/v3/bill/118/hr/499/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/499
"Rep. Hunt, Wesley [R-TX-38]",H001095,R,TX,38,1,Energy(1),CORE Act of 2025,Energy,1,3,https://api.congress.gov/v3/bill/119/hr/2556/committees?format=json,Proposed,https://www.congress.gov/bill/119th-congress/house-bill/2556
"Rep. McCaul, Michael T. [R-TX-10]",M001157,R,TX,10,3,International Affairs(2); Foreign Trade and International Finance(1),"Preventing Adversaries from Developing Critical Capabilities Act | ENFORCE Act | 21st Century Peace through Strength Act, Division D (""Protecting Americans from Foreign Adversary Controlled Applications Act"")",International Affairs | Foreign Trade and International Finance | International Affairs,16 | 11 | 10,1 | 1 | 9,https://api.congress.gov/v3/bill/118/hr/6349/committees?format=json | https://api.congress.gov/v3/bill/118/hr/8315/committees?format=json | https://api.congress.gov/v3/bill/118/hr/8038/committees?format=json,Defunct | Defunct | Defunct,https://www.congress.gov/bill/118th-congress/house-bill/6349 | https://www.congress.gov/bill/118th-congress/house-bill/8315 | https://www.congress.gov/bill/118th-congress/house-bill/8038
"Rep. Pfluger, August [R-TX-11]",P000048,R,TX,11,1,Armed Forces and National Security(1),Generative AI Terrorism Risk Assessment Act,Armed Forces and National Security,3,2,https://api.congress.gov/v3/bill/119/hr/1736/committees?format=json,Proposed,https://www.congress.gov/bill/119th-congress/house-bill/1736/text
"Rep. Weber, Randy K., Sr. [R-TX-14]",W000814,R,TX,14,1,,Next Generation Pipelines Research and Development Act,N/A,0,2,https://api.congress.gov/v3/bill/118/hr/7073/committees?format=json,Defunct,https://www.congress.gov/bill/118th-congress/house-bill/7073
